Station:;10488;;;;;;;;
Hauptfrucht:;Zuckerr黚e;Zwischenfrucht:;keine;;;;;;
2013;282;0,9;0,49;0,1;0;51,6;20,1;454,3;56,7
2013;283;0,7;0,93;23,3;0;76,6;24;476,7;56,7
2013;284;0,7;0,92;16,7;0;94,2;26,8;492,5;56,7
2013;285;0,8;0,94;10;0;100;27,7;501,6;55
2013;286;1,4;1,56;0;0;98,2;27,4;500;55
2013;287;1,3;1,48;0;0;96,5;27,1;498,6;55
2013;288;0,7;0,8;0,3;0;96;27,1;498,1;55
2013;289;0,7;0,82;3,4;0;98,9;27,5;500,7;55
2013;290;1,1;1,24;2,1;0;100;27,7;501,5;53,3
2013;291;0,6;0,74;1,3;0;100;27,7;502,1;53,3
2013;292;1,8;2,05;0;0;97,6;27,3;500,1;53,3
2013;293;0,8;0,89;1,1;0;97,8;27,4;500,3;53,3
2013;294;0,8;0,88;0;0;96,8;27,2;499,4;53,3
2013;295;1,9;2,04;0;0;94,3;26,8;497,4;51,7
2013;296;1,1;1,17;0,1;0;93;26,6;496,3;51,7
2013;297;1,5;1,5;0;0;91,1;26,3;494,8;51,7
2013;298;0,9;0,88;0;0;90,1;26,1;493,9;51,7
2013;299;1,2;1,17;0;0;88,6;25,9;492,8;51,7
2013;300;1,2;1,17;6,6;0;95,5;27;498,2;50
2013;301;0,9;1,02;0;0;94,2;26,8;497,2;50
2013;302;1;1,16;0;0;92,7;26,6;496;50
2013;303;1,2;1,25;0;0;91,2;26,3;494,8;50
2013;304;1,4;1,49;0;0;89,3;26;493,3;50
2013;305;0,5;0,51;0;0;88,6;25,9;492,8;50
2013;306;0,6;0,54;0,7;0;88,8;25,9;492,9;50
2013;307;0,5;0,52;3,3;0;92,3;26,5;495,7;50
2013;308;0,5;0,54;0,4;0;92,2;26,5;495,6;50
2013;309;0,5;0,53;0,4;0;92,1;26,4;495,5;50
2013;310;0,6;0,65;6,9;0;100;27,7;501,8;50
2013;311;0,6;0,65;2,6;0;100;27,7;503,7;50
2013;312;0,5;0,58;1,5;0;100;27,7;504,7;50
2013;313;0,7;0,84;0,1;0;99,1;27,6;504;50
2013;314;0,4;0,5;1,9;0;100;27,7;505,3;50
2013;315;0,4;0,48;1,7;0;100;27,7;506,5;50
2013;316;1,1;1,21;0;0;98,5;27,5;505,3;50
2013;317;0,5;0,6;1,8;0;99,9;27,7;506,5;50
2013;318;0,7;0,75;0;0;99;27,5;505,7;50
2013;319;0,4;0,42;0,2;0;98,7;27,5;505,5;50
2013;320;0,6;0,67;0;0;97,9;27,4;504,8;50
2013;321;0,4;0,39;0;0;97,4;27,3;504,5;50
2013;322;0,4;0,46;0;0;96,8;27,2;504;50
2013;323;0,4;0,45;0,2;0;96,5;27,2;503,8;50
2013;324;0,4;0,4;4,8;0;100;27,7;508,2;50
2013;325;0,3;0,4;0,7;0;100;27,7;508,5;50
2013;326;0,4;0,42;0,3;0;99,9;27,7;508,4;50
2013;327;0,4;0,42;0,4;0;99,9;27,7;508,4;50
2013;328;0,3;0,38;1,5;0;100;27,7;509,6;50
2013;329;0,6;0,67;0;0;99,2;27,6;508,9;50
2013;330;0,4;0,45;0;0;98,6;27,5;508,4;50
2013;331;0,7;0,77;0;0;97,6;27,3;507,7;50
2013;332;0,3;0,37;0;0;97,1;27,2;507,3;50
2013;333;0,3;0,37;1,8;0;98,9;27,5;508,7;50
2013;334;0,3;0,37;1,9;0;100;27,7;510,2;50
2013;335;0,4;0,44;0;0;99,4;27,6;509,7;50
2013;336;0,5;0,63;0;0;98,6;27,5;509,1;50
2013;337;0,5;0,61;0;0;97,9;27,4;508,5;50
2013;338;0,3;0,36;2,9;0;100;27,7;511;50
2013;339;0,3;0,39;6,6;0;100;27,7;517,2;50
2013;340;0,3;0,33;0,1;0;99,7;27,7;517;50
2013;341;0,3;0,32;1,4;0;100;27,7;518,1;50
2013;342;0,3;0,35;4;0;100;27,7;521,7;50
2013;343;0,3;0,39;10;0;100;27,7;531,3;50
2013;344;0,3;0,39;1,1;0;100;27,7;532;50
2013;345;0,3;0,37;0;0;99,5;27,6;531,7;50
2013;346;0,6;0,64;0;0;98,7;27,5;531;50
2013;347;0,7;0,74;0;0;97,8;27,3;530,3;50
2013;348;0,6;0,64;0;0;97;27,2;529,7;50
2013;349;0,4;0,39;0,1;0;96,6;27,2;529,4;50
2013;350;0,7;0,81;0;0;95,6;27;528,6;50
2013;351;0,6;0,61;0;0;94,8;26,9;528;50
2013;352;0,3;0,37;0;0;94,4;26,8;527,6;50
2013;353;0,3;0,29;0,1;0;94,1;26,8;527,4;50
2013;354;0,3;0,3;2,3;0;96,7;27,2;529,4;50
2013;355;0,4;0,5;0;0;96;27,1;528,9;50
2013;356;0,4;0,49;0;0;95,4;27;528,4;50
2013;357;0,6;0,63;1,7;0;96,7;27,2;529,5;50
2013;358;0,4;0,47;0;0;96,1;27,1;529;50
2013;359;0,3;0,37;0;0;95,7;27;528,6;50
2013;360;0,4;0,45;0;0;95,1;26,9;528,2;50
2013;361;0,6;0,67;0;0;94,2;26,8;527,5;50
2013;362;0,4;0,37;0;0;93,8;26,7;527,1;50
2013;363;0,4;0,45;1,4;0;95;26,9;528,1;50
2013;364;0,7;0,77;0;0;94;26,8;527,3;50
2013;365;0,6;0,64;0;0;93,2;26,6;526,7;50
;;;;;;;;;
Station:;10488;;;;;;;;
Hauptfrucht:;Zuckerr黚e;Zwischenfrucht:;keine;;;;;;
Flexibilisierung:;keine;;;;;;;;
Jahr;Tag;PET;AET;SNKk;PERC;BOF;BOF;SWI;ZG
;mm;mm;mm;mm;%nFK;Vol%;mm;cm;
2014;1;0,4;0,42;0;0;92,7;26,5;526,3;50
2014;2;0,4;0,37;0;0;92,2;26,5;525,9;50
2014;3;0,7;0,67;0,2;0;91,6;26,4;525,5;50
2014;4;0,4;0,36;1;0;92,4;26,5;526,1;50
2014;5;0,4;0,42;3,2;0;96;27,1;528,9;50
2014;6;0,6;0,73;0,2;0;95,3;27;528,3;50
2014;7;0,9;1;4,3;0;99,5;27,6;531,6;50
2014;8;0,6;0,73;0,3;0;99;27,5;531,2;50
2014;9;0,4;0,42;1;0;99,7;27,7;531,8;50
2014;10;0,3;0,39;0;0;99,2;27,6;531,4;50
2014;11;0,6;0,63;0,9;0;99,5;27,6;531,7;50
2014;12;0,4;0,47;0;0;98,9;27,5;531,2;50
2014;13;0,4;0,46;1,1;0;99,7;27,7;531,8;50
2014;14;0,3;0,35;5,1;0;100;27,7;536,6;50
2014;15;0,3;0,35;4,7;0;100;27,7;540,9;50
2014;16;0,3;0,37;1,8;0;100;27,7;542,3;50
2014;17;0,3;0,38;0,3;0;99,9;27,7;542,3;50
2014;18;0,7;0,83;0;0;98,9;27,5;541,4;50
2014;19;0,3;0,37;0;0;98,4;27,5;541,1;50
2014;20;0,3;0,34;1,8;0;100;27,7;542,5;50
2014;21;0,3;0,32;2;0;100;27,7;544,1;50
2014;22;0,3;0,3;2,3;0;100;27,7;546,2;50
2014;23;0,3;0,3;0;0;99,6;27,6;545,9;50
2014;24;0,3;0,3;1;0;100;27,7;546,6;50
2014;25;0,2;0,27;0;0;99,7;27,6;546,3;50
2014;26;0,5;0,62;0;0;98,9;27,5;545,7;50
2014;27;0,3;0,33;0,8;0;99,5;27,6;546,2;50
2014;28;0,5;0,59;0;0;98,7;27,5;545,6;50
2014;29;0,3;0,3;0;0;98,3;27,4;545,3;50
2014;30;0,7;0,79;0;0;97,3;27,3;544,5;50
2014;31;0,6;0,65;0;0;96,5;27,1;543,9;50
2014;32;0,8;0,85;0,1;0;95,6;27;543,1;50
2014;33;0,4;0,38;2,9;0;98,7;27,5;545,6;50
2014;34;0,5;0,61;0,3;0;98,4;27,4;545,3;50
2014;35;1;1,15;0;0;96,9;27,2;544,2;50
2014;36;0,9;1,01;0;0;95,6;27;543,2;50
2014;37;0,5;0,58;0;0;94,9;26,9;542,6;50
2014;38;0,5;0,53;0,1;0;94,4;26,8;542,2;50
2014;39;1;1,02;0;0;93,1;26,6;541,1;50
2014;40;0,5;0,48;0;0;92,5;26,5;540,7;50
2014;41;1;1,06;0;0;91,1;26,3;539,6;50
2014;42;0,9;0,91;0;0;90;26,1;538,7;50
2014;43;0,8;0,82;0;0;88,9;26;537,9;50
2014;44;0,8;0,81;0,1;0;88,1;25,8;537,2;50
2014;45;1,2;1,12;0,3;0;87,1;25,7;536,4;50
2014;46;0,5;0,46;4,2;0;91,8;26,4;540,1;50
2014;47;0,8;0,85;0,1;0;90,8;26,3;539,4;50
2014;48;1,4;1,5;0;0;88,9;26;537,9;50
2014;49;0,8;0,81;0;0;87,9;25,8;537,1;50
2014;50;0,6;0,62;0,2;0;87,4;25,7;536,7;50
2014;51;0,6;0,58;0;0;86,7;25,6;536,1;50
2014;52;0,7;0,66;5,2;0;92,4;26,5;540,6;50
2014;53;1,4;1,53;0;0;90,4;26,2;539;50
2014;54;1,8;1,82;0;0;88,1;25,8;537,2;50
2014;55;1,9;1,8;0;0;85,8;25,5;535,4;50
2014;56;1,8;1,63;0;0;83,8;25,1;533,8;50
2014;57;1,7;1,5;0;0;81,9;24,8;532,3;50
2014;58;1,2;1,06;0;0;80,5;24,6;531,2;50
2014;59;0,6;0,52;0;0;79,9;24,5;530,7;50
2014;60;1,8;1,47;0;0;78;24,2;529,2;50
2014;61;1,7;1,37;0;0;76,3;24;527,9;50
2014;62;1,3;1,01;0;0;75;23,7;526,9;50
2014;63;0,6;0,5;0;0;74,4;23,6;526,4;50
2014;64;0,9;0,67;0;0;73,5;23,5;525,7;50
2014;65;0,7;0,54;0;0;72,8;23,4;525,2;50
2014;66;1,6;1,2;0;0;71,3;23,2;524;50
2014;67;1;0,75;0;0;70,4;23;523,2;50
2014;68;2,3;1,65;0;0;68,3;22,7;521,6;50
2014;69;2,3;1,58;0;0;66,3;22,4;520;50
2014;70;2,3;1,56;0;0;64,3;22,1;518,4;50
2014;71;2,4;1,54;0;0;62,4;21,8;516,9;50
2014;72;2,5;1,56;0;0;60,4;21,4;515,3;50
2014;73;2,5;1,5;0;0;58,5;21,1;513,8;50
2014;74;0,9;0,53;4,7;0;63,8;22;518;50
2014;75;0,8;0,51;3,4;0;67,5;22,6;520,9;50
2014;76;0,9;0,66;0;0;66,6;22,4;520,2;50
2014;77;0,9;0,69;0,2;0;66;22,3;519,8;50
2014;78;0,8;0,57;1;0;66,6;22,4;520,2;50
2014;79;3,1;2,29;0;0;63,7;22;517,9;50
2014;80;3,2;2,15;0;0;60,9;21,5;515,8;50
2014;81;0,9;0,55;5,4;0;67,1;22,5;520,6;50
2014;82;0,8;0,57;1,9;0;68,7;22,8;521,9;50
2014;83;0,8;0,66;10,1;0;80,7;24,6;531,4;50
2014;84;0,9;1,02;0,8;0;80,4;24,6;531,1;50
2014;85;1,7;1,81;0;0;78,1;24,2;529,3;50
2014;86;2,7;2,74;0;0;74,6;23,7;526,6;50
2014;87;1;0,91;0;0;73,5;23,5;525,6;50
2014;88;2,4;2,12;0;0;70,8;23,1;523,5;50
2014;89;3,2;2,65;0;0;67,4;22,6;520,9;50
2014;90;1,2;0,89;0;0;66,3;22,4;520;50
2014;91;2,1;1,54;0;0;64,4;22,1;518,5;50
2014;92;3,1;2,16;0;0;61,6;21,6;516,3;50
2014;93;3;1,89;0;0;59,2;21,3;514,4;50
2014;94;2,2;1,28;5,1;0;64;22;518,2;50
2014;95;1,2;0,83;0;0;63;21,8;517,3;50
2014;96;1,9;1,24;0;0;61,4;21,6;516,1;50
2014;97;2,6;1,62;0;0;59,3;21,3;514,5;50
2014;98;2,2;1,31;0,1;0;57,8;21;513,3;50
2014;99;1,3;0,73;1,4;0;58,7;21,2;514;50
2014;100;0,9;0,55;1;0;59,3;21,3;514,4;50
2014;101;3;1,79;0;0;57;20,9;512,6;50
2014;102;2,3;1,3;0,1;0;55,5;20,7;511,4;50
2014;103;2,2;1,19;0,3;0;54,4;20,5;510,6;50
2014;104;1,7;0,93;2,9;0;56,8;20,9;512,5;50
2014;105;1,3;0,79;1,8;0;58,1;21,1;513,5;50
2014;106;1,9;1,16;0;0;56,6;20,8;512,3;50
2014;107;3,4;1,95;0;0;54,1;20,5;510,4;50
2014;108;1,1;0,6;6,5;0;61,6;21,6;516,3;50
2014;109;1,9;1,28;0;0;60;21,4;515;50
2014;110;4;2,56;0;0;56,7;20,9;512,4;50
2014;111;2,1;1,22;0,1;0;55,3;20,6;511,3;50
2014;112;2,8;1,58;2,8;0;56,8;20,9;512,5;50
2014;113;3,8;2,23;0;0;54;20,4;510,3;50
2014;114;3,4;1,82;4,5;0;57,4;21;512,9;50
2014;115;3,5;2,08;0;0;54,8;20,6;510,9;50
2014;116;3,3;1,79;2,2;0;55,3;20,6;511,3;50
2014;117;3;1,69;0;0;53,1;20,3;509,6;50
2014;118;2;1,04;0;0;51,8;20,1;508,5;50
2014;119;2,9;1,51;0;0;49,9;19,8;507;50
2014;120;3;1,52;0;0;48;19,5;505,5;50
2014;121;1,9;0,94;4,2;0;52,1;20,1;508,8;50
2014;122;1,1;0,59;1,9;0;53,7;20,4;510;50
2014;123;1,3;0,72;0;0;52,8;20,2;509,3;50
2014;124;1,9;1,06;0;0;51,5;20;508,3;50
2014;125;3;1,59;0;0;49,5;19,7;506,7;50
2014;126;3,1;1,55;0;0;47,5;19,4;505,1;50
2014;127;2,2;1,08;1,4;0;47,9;19,5;505,5;50
2014;128;2,6;1,25;0;0;46,4;19,2;504,2;50
2014;129;2,3;1,07;4,5;0;50,7;19,9;507,7;50
2014;130;3,1;1,67;0,2;0;48,9;19,6;506,2;50
2014;131;3,2;1,65;2,5;0;50;19,8;507,1;50
2014;132;3,4;1,8;0,7;0;48,5;19,6;506;50
2014;133;2,2;1,13;3,9;0;52;20,1;508,7;50
2014;134;2,7;1,53;0,1;0;50,2;19,8;507,3;50
2014;135;1,8;0,93;0,1;0;49,2;19,7;506,4;50
2014;136;2,7;1,41;0;0;47,4;19,4;505;50
2014;137;1,4;0,68;2,8;0;51,4;20;507,1;51,7
2014;138;1,3;0,7;17,7;0;72,2;23,3;524,1;51,7
2014;139;3,2;2,99;3;0;72,2;23,3;524,1;51,7
2014;140;4,9;4,57;0;0;66,6;22,4;519,5;51,7
2014;141;5,6;4,54;0;0;61;21,5;515;51,7
2014;142;6;4,15;0;0;56;20,7;510,8;51,7
2014;143;3,8;2,28;17,3;0;74,3;23,6;525,8;51,7
2014;144;2,2;2,2;17,4;0;92,9;26,6;541;51,7
2014;145;5,4;6,23;0;0;85,3;25,4;534,8;51,7
2014;146;5;4,7;0;0;79,5;24,5;530,1;51,7
2014;147;2,2;1,9;27,6;1,8;100;27,7;554;53,3
2014;148;1,4;1,64;16,9;15,3;100;27,7;554;53,3
2014;149;1,3;1,47;2;0,5;100;27,7;554;53,3
2014;150;2,8;3,2;1,9;0;98,4;27,5;552,7;53,3
2014;151;5,2;5,88;0;0;91,4;26,3;546,8;53,3
2014;152;4,6;4,68;0;0;85,9;25,5;542,1;53,3
2014;153;4;3,71;0;0;82;24,9;538,4;55
2014;154;4,8;4,17;0;0;77,2;24,1;534,2;55
2014;155;4,7;3,84;0,1;0;73;23,4;530,5;55
2014;156;3,5;2,64;0,6;0;70,6;23;528,4;55
2014;157;5,1;3,72;0;0;66,3;22,4;524,7;55
2014;158;6,1;4,16;0;0;61,5;21,6;520,5;55
2014;159;6,4;4,06;0;0;58,1;21,1;516,5;56,7
2014;160;6,5;3,89;0;0;53,7;20,4;512,6;56,7
2014;161;5,6;3,1;0;0;50,3;19,8;509,5;56,7
2014;162;4,7;2,48;0;0;49;19,6;507;58,3
2014;163;4,8;2,46;0;0;46,3;19,2;504,5;58,3
2014;164;3,2;1,58;0;0;44,6;19;503;58,3
2014;165;2,1;1,01;2,4;0;47,7;19,4;504,4;60
2014;166;3,6;1,83;0;0;45,7;19,1;502,6;60
2014;167;3,5;1,74;0;0;43,9;18,8;500,8;60
2014;168;3,2;1,53;0;0;42,3;18,6;499,3;60
2014;169;5,5;2,59;0;0;41,2;18,4;496,7;61,7
2014;170;1,7;0,77;0;0;40,4;18,3;495,9;61,7
2014;171;2,1;0,99;2,5;0;42;18,5;497,5;61,7
2014;172;1,8;0,87;0;0;42,6;18,6;496,6;63,3
2014;173;2,6;1,24;0,2;0;41,6;18,5;495,6;63,3
2014;174;4,6;2,15;0;0;41;18,4;493,4;65
2014;175;3,5;1,66;0;0;39,4;18,1;491,7;65
2014;176;1,5;0,79;8,5;0;48,2;19,5;499,4;66,7
2014;177;2,4;1,37;3,2;0;51,1;20;501,2;68,3
2014;178;4,4;2,56;0;0;50;19,8;498,7;70
2014;179;3,3;1,84;0,8;0;50,2;19,8;497,6;71,7
2014;180;1,7;1,07;9;0;57,2;20,9;505,6;71,7
2014;181;2,9;2,01;6,4;0;62;21,7;509,9;73,3
2014;182;3,5;2,57;0;0;60,6;21,5;507,4;75
2014;183;5,2;3,64;0;0;58,5;21,1;503,7;76,7
2014;184;6;3,88;0;0;56,2;20,8;499,9;78,3
2014;185;6;3,73;0;0;54,2;20,5;496,1;80
2014;186;2,7;1,63;0,7;0;54,4;20,5;495,1;81,7
2014;187;5,1;3,12;0;0;53,9;20,4;492;85
2014;188;4,1;2,51;0;0;53,8;20,4;489,5;88,3
2014;189;2,7;2,54;39,2;0;80,8;24,7;526,1;91,7
2014;190;1,6;1,85;6,6;0;84,6;25,3;530,9;95
2014;191;2,4;2,87;22;0;97,4;27,3;550;98,3
2014;192;2,8;3,23;5,5;0;98,9;27,5;552,3;101,7
2014;193;2,7;3,2;7,4;2,5;100;27,7;554;103,3
2014;194;3,6;4,08;0;0;97,5;27,3;549,9;105
2014;195;3,2;3,56;0,1;0;95,5;27;546,5;106,7
2014;196;4,7;5,17;0;0;92,6;26,5;541,3;108,3
2014;197;5;5,31;0;0;89,6;26,1;536;110
2014;198;3,6;3,62;0;0;87,7;25,8;532,4;111,7
2014;199;6,1;6,09;0;0;84,5;25,3;526,3;113,3
2014;200;5,8;5,59;0;0;81,7;24,8;520,7;115
2014;201;6;5,52;0;0;78,9;24,4;515,2;116,7
2014;202;2,3;2,09;0,3;0;78;24,2;513,4;116,7
2014;203;5,5;4,9;0;0;75,7;23,9;508,5;118,3
2014;204;5,3;4,58;0;0;73,2;23,5;503,9;118,3
2014;205;2;1,97;12;0;78,9;24,4;513,9;120
2014;206;1,9;1,77;0;0;77,9;24,2;512,2;120
2014;207;4,9;4,49;0;0;75,9;23,9;507,7;121,7
2014;208;3,9;3,74;14;0;81,2;24,7;517,9;121,7
2014;209;3,4;3,34;0,4;0;80;24,5;515;123,3
2014;210;3,2;3,14;7,2;0;82;24,9;519;123,3
2014;211;1,6;1,6;0,3;0;81,4;24,8;517,7;123,3
2014;212;4,2;4,1;0;0;79,3;24,4;513,6;123,3
2014;213;3,5;3,21;0;0;77,7;24,2;510,4;121,7
2014;214;4,9;4,37;0,4;0;75,6;23,8;506,5;121,7
2014;215;3,5;3,32;11,8;0;80;24,5;515;121,7
2014;216;2,6;2,57;7,3;0;82,6;24,9;519,6;120
2014;217;2,2;2,25;5;0;84;25,2;522,3;120
2014;218;3,5;3,52;0;0;82,2;24,9;518,8;118,3
2014;219;3;3,17;11,3;0;86,6;25,6;527;118,3
2014;220;5,2;5,59;0;0;83,7;25,1;521,4;116,7
2014;221;4,5;4,52;0;0;81,2;24,7;516,9;116,7
2014;222;4,3;4,09;0,2;0;79,2;24,4;513;115
2014;223;2,6;2,45;1,2;0;78,5;24,3;511,8;115
2014;224;3,7;3,31;0;0;76,7;24;508,5;113,3
2014;225;1,9;1,8;5,1;0;78,5;24,3;511,7;113,3
2014;226;3,1;2,78;0,7;0;77,3;24,1;509,6;111,7
2014;227;2,4;2,11;0,6;0;76,4;24;508;111,7
2014;228;2,4;2,43;13,2;0;82,6;25;518,8;110
2014;229;2,7;2,7;0;0;81,1;24,7;516,1;110
2014;230;2,4;2,32;0,7;0;80,2;24,6;514,4;108,3
2014;231;3,2;2,96;0,2;0;78,6;24,3;511,7;106,7
2014;232;3,6;3,19;0;0;76,7;24;508,5;105
2014;233;3,3;2,85;0;0;75;23,7;505,7;103,3
2014;234;2,9;2,45;0;0;73,4;23,5;503,2;101,7
2014;235;1,7;1,52;5,6;0;76;23,9;507,3;101,7
2014;236;2,6;2,23;0,8;0;75,1;23,8;505,8;100
2014;237;2,8;2,41;0,2;0;73,7;23,5;503,6;98,3
2014;238;1,2;1,08;3,7;0;75,5;23,8;506,3;96,7
2014;239;3;2,54;0;0;73,8;23,6;503,8;95
2014;240;4,2;3,44;0;0;71,5;23,2;500,3;93,3
2014;241;1,9;1,5;0,3;0;70,7;23,1;499,2;91,7
2014;242;2,5;1,95;0,1;0;69,4;22,9;497,3;91,7
2014;243;1,3;1,28;10,7;0;76;23,9;506,7;90
2014;244;1,2;1,1;2,8;0;77,3;24,1;508,4;88,3
2014;245;1,1;1,12;3,5;0;79,2;24,4;510,8;86,7
2014;246;1,3;1,23;0,1;0;78,6;24,3;509,6;85
2014;247;2,3;2,19;0;0;76,9;24,1;507,4;85
2014;248;4;3,56;0;0;74,3;23,6;503,9;83,3
2014;249;3,1;2,63;0;0;72,4;23,3;501,3;81,7
2014;250;2,8;2,28;1,4;0;71,7;23,2;500,4;81,7
2014;251;1,4;1,16;1,4;0;72;23,3;500,7;80
2014;252;2,5;1,98;0;0;70,4;23;498,7;78,3
2014;253;1,1;1;4,2;0;73;23,4;501,9;76,7
2014;254;1,5;1,37;5,5;0;76,4;24;506;76,7
2014;255;1,1;1,09;5,9;0;80,6;24,6;510,9;75
2014;256;1,1;1,17;5,4;0;84,2;25,2;515,1;75
2014;257;1,1;1,17;2,5;0;85,7;25,4;516,4;73,3
2014;258;2,6;2,76;0;0;83,3;25,1;513,7;73,3
2014;259;2,9;2,95;0,4;0;81,3;24,8;511,2;71,7
2014;260;3,6;3,47;0;0;78,4;24,3;507,7;70
2014;261;2,8;2,47;0;0;76,2;23,9;505,2;70
2014;262;1,5;1,38;4,8;0;79,5;24,5;508,7;68,3
2014;263;1,6;1,75;14;0;90,8;26,2;520,9;68,3
2014;264;1;1,32;20,7;0;100;27,7;540,3;66,7
2014;265;1,2;1,42;5,4;0;100;27,7;544,2;66,7
2014;266;1,6;1,8;0,1;0;98,4;27,4;542,5;65
2014;267;2;2,22;0;0;96,2;27,1;540,3;65
2014;268;1;1,1;0,4;0;95,5;27;539,7;63,3
2014;269;0,9;1;2,5;0;97,1;27,2;541,2;63,3
2014;270;1,9;2,11;1;0;95,9;27,1;540,1;63,3
2014;271;2,7;2,96;0;0;92,9;26,6;537,1;61,7
2014;272;3;3,09;0;0;89,7;26,1;534;61,7
2014;273;1,1;1,1;0;0;88,6;25,9;532,9;61,7
2014;274;2;2,06;6,8;0;93,6;26,7;537,7;60
2014;275;1,4;1,49;0;0;92,1;26,4;536,2;60
2014;276;2;2,16;0;0;89,8;26,1;534;60
2014;277;2,4;2,45;0;0;87,2;25,7;531,6;58,3
2014;278;1,7;1,65;0;0;85,4;25,4;529,9;58,3
2014;279;2;1,85;0;0;83,4;25,1;528,1;58,3
2014;280;1,3;1,15;0;0;82,1;24,9;526,9;58,3
2014;281;1;0,96;2,3;0;83,6;25,1;528,3;56,7
2014;282;2,2;2;0;0;81,4;24,8;526,3;56,7
2014;283;1;0,85;0;0;80,4;24,6;525,4;56,7
2014;284;0,9;0,77;0;0;79,6;24,5;524,6;56,7
2014;285;1,8;1,48;0;0;77,9;24,2;523,2;55
2014;286;1,5;1,22;0,6;0;77,1;24,1;522,5;55
2014;287;1,2;1,23;8,8;0;85,8;25,5;530,1;55
2014;288;1,1;1,22;5,3;0;90,5;26,2;534,1;55
2014;289;1;1,16;3,9;0;93,6;26,7;536,8;55
2014;290;0,9;1,08;0,2;0;92,8;26,6;535,9;53,3
2014;291;1,6;1,85;0;0;90,6;26,2;534,1;53,3
2014;292;2,2;2,38;0;0;87,8;25,8;531,7;53,3
2014;293;1,6;1,64;2;0;88,2;25,8;532,1;53,3
2014;294;1;1,11;5,9;0;94;26,7;536,9;53,3
2014;295;0,6;0,74;14,1;0;100;27,7;550,2;51,7
2014;296;0,6;0,7;0,3;0;99,5;27,6;549,9;51,7
2014;297;0,7;0,83;0;0;98,5;27,5;549;51,7
2014;298;1,2;1,41;0;0;96,8;27,2;547,6;51,7
2014;299;0,8;0,89;0;0;95,7;27;546,7;51,7
2014;300;1,5;1,6;0;0;93,7;26,7;545,1;50
2014;301;1,6;1,65;0;0;91,6;26,4;543,5;50
2014;302;1,4;1,4;0;0;89,8;26,1;542,1;50
2014;303;0,5;0,51;0;0;89,2;26;541,6;50
2014;304;1,1;1,03;0;0;87,9;25,8;540,5;50
2014;305;1,5;1,42;0;0;86,1;25,5;539,1;50
2014;306;1,4;1,3;0;0;84,4;25,2;537,8;50
2014;307;1,3;1,18;0;0;82,9;25;536,6;50
2014;308;1,1;0,99;0;0;81,7;24,8;535,6;50
2014;309;0,6;0,47;0;0;81,1;24,7;535,2;50
2014;310;0,6;0,5;1,4;0;82,2;24,9;536,1;50
2014;311;0,5;0,47;0,4;0;82,2;24,9;536,1;50
2014;312;1,2;1,05;0;0;80,9;24,7;535;50
2014;313;1;0,87;0;0;79,8;24,5;534,1;50
2014;314;0,5;0,45;0;0;79,2;24,4;533,7;50
2014;315;0,6;0,46;0;0;78,6;24,3;533,2;50
2014;316;0,6;0,5;0;0;78;24,2;532,7;50
2014;317;0,4;0,36;0;0;77,5;24,1;532,4;50
2014;318;1,1;0,88;0;0;76,4;24;531,5;50
2014;319;0,5;0,42;0;0;75,9;23,9;531,1;50
2014;320;0,5;0,35;1,4;0;77,2;24,1;532,1;50
2014;321;0,8;0,61;0;0;76,5;24;531,5;50
2014;322;0,4;0,33;3,2;0;80,1;24,6;534,4;50
2014;323;0,4;0,32;1,9;0;82,1;24,9;535,9;50
2014;324;0,4;0,34;0,4;0;82,2;24,9;536;50
2014;325;0,4;0,34;0;0;81,7;24,8;535,7;50
2014;326;0,9;0,81;0;0;80,7;24,7;534,9;50
2014;327;0,9;0,81;0;0;79,7;24,5;534,1;50
2014;328;0,4;0,32;0,6;0;80;24,5;534,3;50
2014;329;0,5;0,42;0;0;79,5;24,5;533,9;50
2014;330;0,7;0,57;0;0;78,7;24,3;533,3;50
2014;331;0,3;0,28;0;0;78,4;24,3;533;50
2014;332;0,3;0,27;0;0;78,1;24,2;532,8;50
2014;333;0,3;0,25;0;0;77,7;24,2;532,5;50
2014;334;0,3;0,24;0;0;77,4;24,1;532,3;50
2014;335;0,3;0,22;0;0;77,2;24,1;532,1;50
2014;336;0,3;0,21;0;0;76,9;24;531,9;50
2014;337;0,3;0,22;0;0;76,6;24;531,6;50
2014;338;0,3;0,26;1;0;77,5;24,1;532,4;50
2014;339;0,3;0,27;0;0;77,2;24,1;532,1;50
2014;340;0,3;0,25;0;0;76,9;24;531,8;50
2014;341;0,3;0,25;0;0;76,5;24;531,6;50
2014;342;0,6;0,45;2,2;0;78,8;24,3;533,3;50
2014;343;0,6;0,53;0;0;78,1;24,2;532,8;50
2014;344;0,3;0,23;1,3;0;79,5;24,5;533,9;50
2014;345;0,3;0,26;4,3;0;84,6;25,3;537,9;50
2014;346;0,3;0,33;0,1;0;84,3;25,2;537,7;50
2014;347;0,3;0,32;7,3;0;93,1;26,6;544,7;50
2014;348;0,3;0,34;4;0;97,7;27,3;548,3;50
2014;349;0,6;0,65;0,1;0;97;27,2;547,7;50
2014;350;0,4;0,42;1;0;97,7;27,3;548,3;50
2014;351;0,4;0,43;1,7;0;99,3;27,6;549,5;50
2014;352;0,3;0,4;3,7;0;100;27,7;552,9;50
2014;353;0,4;0,41;3,1;1,5;100;27,7;554;50
