Station:;OO536;;;;;;;;
Hauptfrucht:;Wintergerste;Zwischenfrucht:;keine;;;;;;
2013;32;0,4;0,45;3,3;2,8;100;27,7;554;50
2013;33;0,4;0,41;2,5;2,1;100;27,7;554;50
2013;34;0,4;0,47;0,7;0,2;100;27,7;554;50
2013;35;0,4;0,44;2,3;1,9;100;27,7;554;50
2013;36;0,6;0,64;1,5;0,9;100;27,7;554;50
2013;37;0,9;1,05;0,4;0;99,2;27,6;553,3;50
2013;38;0,5;0,6;0,7;0;99,2;27,6;553,4;50
2013;39;0,5;0,54;0,1;0;98,7;27,5;553;50
2013;40;0,4;0,48;0;0;98,1;27,4;552,5;50
2013;41;0,7;0,79;0;0;97,1;27,2;551,7;50
2013;42;0,7;0,72;0;0;96,2;27,1;551;50
2013;43;0,3;0,38;4;0,6;100;27,7;554;50
2013;44;0,3;0,4;2,1;1,7;100;27,7;554;50
2013;45;0,3;0,4;0;0;99,5;27,6;553,6;50
2013;46;0,4;0,45;0;0;98,9;27,5;553,2;50
2013;47;0,4;0,47;1,1;0;99,7;27,7;553,8;50
2013;48;0,4;0,46;0,3;0;99,5;27,6;553,6;50
2013;49;0,4;0,46;0;0;98,9;27,5;553,1;50
2013;50;0,4;0,46;1,6;0,2;100;27,7;554;50
2013;51;0,4;0,44;1,8;1,4;100;27,7;554;50
2013;52;0,3;0,4;1,4;1;100;27,7;554;50
2013;53;0,3;0,4;5,3;4,9;100;27,7;554;50
2013;54;0,4;0,44;6,8;6,3;100;27,7;554;50
2013;55;0,4;0,52;7,5;7;100;27,7;554;50
2013;56;0,5;0,54;0,7;0,1;100;27,7;554;50
2013;57;0,5;0,53;0,3;0;99,7;27,6;553,7;50
2013;58;0,5;0,53;0,1;0;99,2;27,6;553,3;50
2013;59;0,5;0,56;0;0;98,4;27,5;552,8;50
2013;60;0,5;0,54;0,1;0;97,9;27,4;552,4;50
2013;61;0,9;1,05;0;0;96,7;27,2;551,3;51,7
2013;62;0,5;0,55;0;0;96;27,1;550,8;51,7
2013;63;1,8;1,97;0;0;93,6;26,7;548,8;51,7
2013;64;1,9;2,04;0;0;91,1;26,3;546,8;51,7
2013;65;2;2,05;0;0;88,6;25,9;544,7;51,7
2013;66;0,7;0,67;1,4;0;89,9;26,1;545,5;53,3
2013;67;0,6;0,56;0,1;0;89,4;26;545;53,3
2013;68;0,5;0,53;2,7;0;92;26,4;547,2;53,3
2013;69;0,9;0,98;3,5;0;95;26,9;549,8;53,3
2013;70;0,4;0,48;0,1;0;94,6;26,8;549,4;53,3
2013;71;0,4;0,5;8,8;3,8;100;27,7;554;55
2013;72;0,4;0,52;2,5;1,9;100;27,7;554;55
2013;73;1,4;1,57;0,1;0;98,4;27,4;552,6;56,7
2013;74;0,8;0,9;1,4;0;99;27,5;553,1;56,7
2013;75;1,7;1,92;0;0;96,8;27,2;551,2;56,7
2013;76;1,4;1,52;0;0;95,3;27;549,7;58,3
2013;77;0,6;0,66;3,5;0;98,4;27,4;552,5;58,3
2013;78;0,6;0,66;2,1;0;99,9;27,7;553,9;58,3
2013;79;1;1,19;2,1;0,8;100;27,7;554;58,3
2013;80;0,7;0,79;0,5;0;99,7;27,7;553,7;58,3
2013;81;0,5;0,62;0,3;0;99,3;27,6;553,4;60
2013;82;1,3;1,49;0;0;97,8;27,3;551,9;60
2013;83;1,6;1,77;0;0;95,9;27,1;550,1;60
2013;84;1,3;1,45;0;0;94,4;26,8;548,7;60
2013;85;1,7;1,82;0;0;92,5;26,5;546,8;60
2013;86;1,4;1,42;0,1;0;91,3;26,3;545,6;61,7
2013;87;0,7;0,75;1;0;91,6;26,4;545,8;61,7
2013;88;0,7;0,71;4,7;0;95,7;27;549,8;61,7
2013;89;1,1;1,2;0,3;0;94,7;26,9;548,9;61,7
2013;90;0,7;0,82;0,8;0;94,8;26,9;548,8;63,3
2013;91;0,7;0,82;1,2;0;95,2;26,9;549,2;63,3
2013;92;0,8;0,88;0;0;94,5;26,8;548,3;65
2013;93;0,7;0,73;0;0;93,7;26,7;547,6;65
2013;94;0,7;0,73;0;0;93;26,6;546,8;65
2013;95;0,7;0,75;0;0;92,3;26,5;546,1;65
2013;96;0,7;0,76;1,6;0;93,1;26,6;546,9;65
2013;97;2;2,06;0;0;91,3;26,3;544,8;66,7
2013;98;2,6;2,69;0;0;88,7;25,9;542,1;66,7
2013;99;1,6;1,63;0,6;0;87,7;25,8;541,1;66,7
2013;100;1,3;1,34;3,9;0;90,1;26,1;543,6;66,7
2013;101;1,5;1,53;0,8;0;89,4;26;542,8;66,7
2013;102;1,5;1,57;5,3;0;93,1;26,6;546,5;68,3
2013;103;2,2;2,38;3,4;0;94;26,8;547,5;68,3
2013;104;1,9;2,11;0;0;92,3;26,5;545,4;70
2013;105;3,8;4,09;0;0;88,6;25,9;541,3;70
2013;106;2;2,01;0;0;86,7;25,6;539,3;70
2013;107;3,8;3,65;0;0;83,8;25,1;535,7;71,7
2013;108;3;2,79;0;0;81,4;24,8;532,9;71,7
2013;109;1,4;1,27;0;0;80,7;24,6;531,6;73,3
2013;110;1,1;0,98;0;0;79,8;24,5;530,6;73,3
2013;111;3,5;3,09;0;0;77,2;24,1;527,6;73,3
2013;112;1,6;1,33;0,3;0;76,8;24;526,6;75
2013;113;3,3;2,74;0;0;74,5;23,7;523,8;75
2013;114;3,9;3,17;0;0;72,5;23,4;520,7;76,7
2013;115;3,2;2,52;0;0;70,4;23;518,1;76,7
2013;116;3,7;2,87;0,4;0;69,1;22,8;515,7;78,3
2013;117;1,1;0,95;6,7;0;73,7;23,5;521,5;78,3
2013;118;1,1;0,96;1;0;73,7;23,6;521,5;78,3
2013;119;1,5;1,25;0;0;73,3;23,5;520,2;80
2013;120;1,2;1,02;2,5;0;74,5;23,7;521,8;80
2013;121;1,2;0,98;0,1;0;74,3;23,6;520,9;81,7
2013;122;1,2;0,99;0,2;0;73,7;23,6;520,1;81,7
2013;123;1,2;1,01;0;0;73,5;23,5;519,1;83,3
2013;124;1,5;1,2;0,6;0;73;23,4;518,5;83,3
2013;125;4,5;3,62;0;0;70,8;23,1;514,8;85
2013;126;2,9;2,27;1,5;0;70,3;23;514,1;85
2013;127;1,5;1,54;15,1;0;80,7;24,7;527,6;86,7
2013;128;2,9;2,81;0,1;0;78,8;24,3;524,9;86,7
2013;129;2,4;2,29;1,4;0;78,6;24,3;524,1;88,3
2013;130;1,4;1,35;3,2;0;79,9;24,5;525,9;88,3
2013;131;1,4;1,33;0;0;79,3;24,4;524,6;90
2013;132;2,2;2,12;3,4;0;80,6;24,6;525,9;91,7
2013;133;2,6;2,41;0;0;78,9;24,4;523,5;91,7
2013;134;2,8;2,52;0;0;77,6;24,2;520,9;93,3
2013;135;4,9;4,29;0;0;75,1;23,8;516,6;95
2013;136;4,2;3,54;0;0;72,8;23,4;513,1;95
2013;137;4,2;3,42;0;0;71;23,1;509,7;96,7
2013;138;2,6;3,33;11,1;0;76,1;23,9;517,5;96,7
2013;139;4,4;4,83;7,7;0;78,3;24,3;520,3;98,3
2013;140;3,9;3,59;0;0;76;23,9;516,7;98,3
2013;141;3,4;2,96;0;0;74,5;23,7;513,8;100
2013;142;1,3;1,69;5,4;0;76,9;24;517,5;100
2013;143;2,5;2,21;0;0;75,9;23,9;515,3;101,7
2013;144;1,3;1,16;0,3;0;75,4;23,8;514,4;101,7
2013;145;1,7;1,91;3,1;0;76,5;24;515,6;103,3
2013;146;1,2;1,6;11,1;0;82,6;24,9;525,1;105
2013;147;1,3;1,7;5,7;0;85;25,3;529,1;105
2013;148;1,4;1,79;11,3;0;90,9;26,3;538,7;106,7
2013;149;2,3;2,91;4,8;0;92,1;26,4;540,6;106,7
2013;150;1,4;1,76;28,3;13,1;100;27,7;554;108,3
2013;151;1,6;2,04;26,1;24;100;27,7;554;108,3
2013;152;1,4;1,83;20,7;18,8;100;27,7;554;110
2013;153;1,3;1,73;37,2;35,4;100;27,7;554;110
2013;154;1,3;1,7;27,3;25,6;100;27,7;554;110
2013;155;1,6;1,87;0;0;98,9;27,5;552,1;111,7
2013;156;5;5,73;0;0;95,7;27;546,4;111,7
2013;157;3,6;3,89;0;0;93,6;26,7;542,5;113,3
2013;158;2,8;2,96;0;0;91,9;26,4;539,5;113,3
2013;159;3,1;3,37;1,2;0;90,7;26,2;537,4;113,3
2013;160;2,5;3,21;14,6;0;97,1;27,2;548,8;115
2013;161;2,4;2,73;0;0;95,6;27;546,1;115
2013;162;4,6;5,12;0;0;92,9;26,6;541;116,7
2013;163;4,4;4,64;0;0;90,4;26,2;536,3;116,7
2013;164;4,6;4,72;0;0;88;25,8;531,6;118,3
2013;165;3,3;3,68;3,1;0;87,7;25,8;531;118,3
2013;166;4,3;4,25;0;0;85,6;25,4;526,8;120
2013;167;4,4;4,24;0;0;83,4;25,1;522,5;120
2013;168;5;4,71;0;0;81,2;24,7;517,8;121,7
2013;169;5,6;5,18;0;0;78,5;24,3;512,6;121,7
2013;170;6,2;5,52;0;0;75,6;23,8;507,1;121,7
2013;171;4,8;6,23;35,4;0;90,9;26,3;536,3;123,3
2013;172;4,7;5,42;0,3;0;88,3;25,9;531,2;123,3
2013;173;4,6;4,99;0;0;85,7;25,4;526,2;123,3
2013;174;3,7;3,85;0;0;83,8;25,1;522,4;123,3
2013;175;2,1;2,18;0,9;0;83,1;25;521,1;123,3
2013;176;1,4;1,87;24,8;0;95,1;26,9;544;121,7
2013;177;1,5;1,95;7,2;0;97,8;27,4;549,1;121,7
2013;178;1,9;2,19;0;0;96,6;27,2;547;121,7
2013;179;2,9;3,28;1;0;95,5;27;544,7;121,7
2013;180;1,6;1,83;1;0;95;26,9;543,8;120
2013;181;3,1;3,39;0;0;93,2;26,6;540,4;120
2013;182;4,8;5,15;0;0;90,5;26,2;535,3;118,3
2013;183;5,3;5,5;0;0;87,5;25,7;529,8;118,3
2013;184;3;3,02;0;0;85,9;25,5;526,8;116,7
2013;185;2,9;2,83;0;0;84,4;25,2;523,9;115
2013;186;2,6;2,48;0;0;83;25;521,5;113,3
2013;187;4,7;4,43;0;0;80,5;24,6;517;111,7
2013;188;5,5;4,99;0;0;77,6;24,2;512;110
2013;189;5,1;4,43;0;0;74,9;23,7;507,6;105
2013;190;5,4;4,54;0;0;72;23,3;503,1;100
2013;191;4,4;3,51;0;0;69,7;22,9;499,6;95
2013;192;1,6;1,2;0;0;68,8;22,8;498,4;88,3
2013;193;4,3;3,21;0;0;66,4;22,4;495,2;83,3
2013;194;3,9;2,8;0;0;64,2;22;492,4;80
2013;195;3,6;2,46;0;0;62,1;21,7;489,9;75
2013;196;4,1;2,72;0;0;59,6;21,3;487,2;70
2013;197;5,3;3,31;0;0;56,3;20,8;483,9;63,3
2013;198;5,3;3,13;0;0;53;20,3;480,7;60
2013;199;5;2,74;0;0;50,1;19,8;478;58,3
2013;200;5,2;2,73;0;0;47;19,3;475,3;56,7
2013;201;4;1,99;0;0;44,7;19;473,3;55
2013;202;5,6;2,65;0;0;41,7;18,5;470,6;55
2013;203;5,8;2,59;0;0;38,6;18;468;53,3
2013;204;5,7;2,42;0;0;35,7;17,5;465,6;53,3
2013;205;4,8;2,01;2,5;0;36,4;17,6;466,1;53,3
2013;206;3,6;1,52;2,2;0;37,2;17,8;466,8;51,7
2013;207;5,3;2,22;0;0;34,5;17,3;464,6;51,7
2013;208;5,7;2,25;0;0;31,6;16,9;462,3;50
2013;209;4,3;1,62;1,8;0;31,8;16,9;462,5;50
2013;210;1,8;0,82;20,9;0;57,2;20,9;482,6;50
2013;211;3,9;2,99;2,6;0;56,8;20,9;482,2;50
2013;212;2,4;1,8;1;0;55,8;20,7;481,4;50
2013;213;5,4;3,96;0;0;50,7;19,9;477,4;50
2013;214;6,1;3,9;0;0;45,8;19,1;473,5;50
2013;215;4,8;2,65;0;0;42,5;18,6;470,9;50
2013;216;3,1;1,54;8,6;0;51,4;20;477,9;50
2013;217;3,7;2,42;0;0;48,3;19,5;475,5;50
2013;218;3,4;2,04;15,8;0;65,8;22,3;489,3;50
2013;219;3,9;3,71;0,1;0;61,2;21,6;485,7;50
2013;220;2,6;2,17;0,1;0;58,6;21,2;483,6;50
2013;221;1,4;1,1;10,1;0;70;23;492,7;50
2013;222;3,5;3,74;1,9;0;67,6;22,6;490,8;50
2013;223;3,1;3,12;0;0;63,7;22;487,7;50
2013;224;3,4;3,11;1,5;0;61,7;21,7;486,1;50
2013;225;2,4;2,07;0,7;0;59,9;21,4;484,7;50
2013;226;3,7;3,04;0;0;56,4;20,8;481,6;51,7
2013;227;4;2,87;0;0;52,9;20,3;478,8;51,7
2013;228;4,9;3,22;0;0;49;19,6;475,6;51,7
2013;229;3,8;2,26;0;0;46,2;19,2;473,3;51,7
2013;230;3,2;1,77;0;0;44;18,9;471,5;51,7
2013;231;1,6;0,81;1,5;0;45,7;19,1;472,3;53,3
2013;232;2,1;1,09;0,4;0;44,9;19;471,6;53,3
2013;233;2,9;1,53;0;0;43,1;18,7;470,1;53,3
2013;234;4,1;2,02;0;0;41,5;18,5;468,1;55
2013;235;1,4;0,68;3,5;0;44,7;19;470,9;55
2013;236;3,5;1,76;0;0;43,4;18,8;469,1;56,7
2013;237;2,1;1;0,1;0;42,5;18,6;468,2;56,7
2013;238;2,9;1,36;0;0;41,7;18,5;466,9;58,3
2013;239;2,4;1,12;0;0;40,5;18,3;465,8;58,3
2013;240;1,8;0,83;0;0;40,4;18,3;464,9;60
2013;241;4;1,83;0;0;38,4;18;463,1;60
2013;242;3,7;1,63;0;0;37,5;17,8;461,5;61,7
2013;243;2,7;1,19;1,7;0;38;17,9;461,9;61,7
2013;244;2;0,89;0,1;0;37,2;17,8;461,2;61,7
2013;245;1,2;0,51;0,3;0;37,8;17,9;461;63,3
2013;246;1,2;0,54;1,9;0;39,1;18,1;462,3;63,3
2013;247;1,5;0,72;5,3;0;43,7;18,8;466,9;63,3
2013;248;4,1;2,12;0;0;42,3;18,6;464,7;65
2013;249;4,1;2,01;0;0;40,3;18,3;462,7;65
2013;250;4,1;1,92;0;0;39,2;18,1;460,8;66,7
2013;251;2,4;1,11;0,1;0;38,2;17,9;459,8;66,7
2013;252;1,1;0,6;16,6;0;53,4;20,3;475,8;66,7
2013;253;1,6;1,09;1,5;0;54,2;20,5;476,3;68,3
2013;254;1,6;1,07;0;0;53,2;20,3;475,2;68,3
2013;255;1,4;0,92;0;0;52,7;20,2;474,3;70
2013;256;1,7;1,09;0,1;0;51,8;20,1;473,3;70
2013;257;3;1,87;0;0;50,5;19,9;471,4;71,7
2013;258;1;0,62;0,1;0;50,1;19,8;470,9;71,7
2013;259;1;0,65;3,9;0;52,9;20,3;474,1;71,7
2013;260;1,6;1,04;0;0;52,3;20,2;473,1;73,3
2013;261;0,9;0,59;1,3;0;53;20,3;473,8;73,3
2013;262;1,2;0,82;3;0;55,1;20,6;476;75
2013;263;1;0,64;0,6;0;55;20,6;475,9;75
2013;264;1;0,71;4,6;0;58,3;21,1;479,8;75
2013;265;1,1;0,81;0;0;57,9;21;479;76,7
2013;266;1;0,68;0;0;57,3;21;478,3;76,7
2013;267;1;0,68;1;0;57,6;21;478,6;76,7
2013;268;0,9;0,63;0;0;57,3;20,9;478;78,3
2013;269;0,9;0,63;4;0;59,9;21,4;481,3;78,3
2013;270;2,2;1,61;0;0;58,8;21,2;479,7;80
2013;271;2,5;1,76;0;0;57,4;21;478;80
2013;272;2,5;1,73;0;0;56,1;20,8;476,2;80
2013;273;2,4;1,59;0;0;55,1;20,6;474,6;81,7
2013;274;2;1,33;0;0;54;20,4;473,3;81,7
2013;275;2,2;1,38;0;0;53,3;20,3;471,9;83,3
2013;276;2,1;1,32;0;0;52,3;20,2;470,6;83,3
2013;277;2,1;1,29;0;0;51,3;20;469,3;81,7
2013;278;1,9;1,1;0;0;50,4;19,9;468,2;81,7
2013;279;0,8;0,43;0;0;50,1;19,8;467,8;80
2013;280;0,8;0,44;0;0;49,7;19,8;467,3;78,3
2013;281;2,3;1,31;0;0;48,7;19,6;466;76,7
2013;282;0,9;0,5;0;0;48,2;19,5;465,5;76,7
2013;283;0,7;0,7;29,7;0;72,7;23,4;494,5;75
2013;284;0,7;0,75;16,9;0;86,4;25,5;510,7;75
2013;285;0,7;0,81;1,1;0;87,1;25,7;511;73,3
2013;286;1,4;1,6;0;0;85,7;25,4;509,4;73,3
2013;287;1;1,1;0;0;85,2;25,4;508,3;71,7
2013;288;0,7;0,78;0,8;0;85,1;25,4;508,3;71,7
2013;289;0,9;1;0,2;0;84,8;25,3;507,5;70
2013;290;1,2;1,29;3,6;0;87,4;25,7;509,8;68,3
2013;291;0,7;0,74;0;0;86,7;25,6;509,1;68,3
2013;292;1,9;2,11;0;0;85,1;25,3;507;66,7
2013;293;1;1,09;0,3;0;84,7;25,3;506,2;65
2013;294;1;1,09;0;0;83,6;25,1;505,2;65
2013;295;1,4;1,44;0;0;82,5;24,9;503,7;63,3
2013;296;1;0,97;0;0;81,7;24,8;502,7;61,7
2013;297;1,7;1,64;0;0;80,2;24,6;501,1;60
2013;298;1;0,92;0;0;79,4;24,4;500,2;58,3
2013;299;1,3;1,18;0;0;78,1;24,2;499;58,3
2013;300;1,3;1,1;4,6;0;82,1;24,9;502,5;56,7
2013;301;1;0,99;0;0;81;24,7;501,5;56,7
2013;302;1,2;1,12;0;0;79,9;24,5;500,4;55
2013;303;1;0,87;0;0;78,9;24,4;499,6;55
2013;304;1,5;1,29;0;0;77,4;24,1;498,3;55
2013;305;0,5;0,44;0;0;77;24,1;497,8;53,3
2013;306;0,6;0,47;1,4;0;78,1;24,2;498,8;53,3
2013;307;0,6;0,51;6,4;0;85,1;25,3;504,7;53,3
2013;308;0,6;0,64;1,1;0;85,6;25,4;505,1;53,3
2013;309;0,6;0,64;0,6;0;85,8;25,5;505;51,7
2013;310;0,6;0,62;4,4;0;90,5;26,2;508,8;51,7
2013;311;0,6;0,67;2;0;92,1;26,4;510,1;51,7
2013;312;0,5;0,58;2,5;0;94,5;26,8;512,1;51,7
2013;313;0,8;0,88;1,3;0;95;26,9;512,5;51,7
2013;314;0,5;0,6;2;0;96,7;27,2;513,9;51,7
2013;315;0,4;0,48;0,7;0;97,1;27,2;514,1;50
2013;316;1,1;1,26;0;0;95,5;27;512,8;50
2013;317;0,5;0,59;1,5;0;96,7;27,2;513,8;50
2013;318;0,9;1;0;0;95,4;27;512,8;50
2013;319;0,4;0,4;0,1;0;95,1;26,9;512,5;50
2013;320;0,6;0,62;0;0;94,3;26,8;511,9;50
2013;321;0,4;0,38;0;0;93,8;26,7;511,5;50
2013;322;0,4;0,4;0;0;93,3;26,6;511,1;50
2013;323;0,7;0,72;0,7;0;93,2;26,6;511;50
2013;324;0,4;0,39;7,8;0;100;27,7;518,4;50
2013;325;0,3;0,39;0,8;0;100;27,7;518,8;50
2013;326;0,4;0,41;0,7;0;100;27,7;519,1;50
2013;327;0,4;0,41;1,1;0;100;27,7;519,7;50
2013;328;0,3;0,38;1,3;0;100;27,7;520,7;50
2013;329;0,5;0,63;0;0;99,2;27,6;520,1;50
2013;330;0,3;0,38;0,3;0;99;27,5;519,9;50
2013;331;0,6;0,73;0;0;98,1;27,4;519,2;50
2013;332;0,3;0,36;0,4;0;98,2;27,4;519,3;50
2013;333;0,3;0,37;2,3;0;100;27,7;521,2;50
2013;334;0,3;0,37;3,5;0;100;27,7;524,4;50
2013;335;0,4;0,46;0;0;99,4;27,6;523,9;50
2013;336;0,6;0,68;0;0;98,6;27,5;523,2;50
2013;337;0,6;0,65;0;0;97,7;27,3;522,6;50
2013;338;0,3;0,35;0,9;0;98,4;27,4;523,1;50
2013;339;0,3;0,4;3,3;0;100;27,7;526;50
2013;340;0,4;0,43;3,4;0;100;27,7;529;50
2013;341;0,3;0,33;0,3;0;99,9;27,7;528,9;50
2013;342;0,3;0,37;0,8;0;100;27,7;529,3;50
2013;343;0,3;0,39;5,7;0;100;27,7;534,7;50
2013;344;0,3;0,39;0,3;0;99,9;27,7;534,6;50
2013;345;0,5;0,62;0;0;99,1;27,6;534;50
2013;346;0,8;0,85;0;0;98,1;27,4;533,1;50
2013;347;0,7;0,81;0;0;97;27,2;532,3;50
2013;348;0,6;0,61;0;0;96,3;27,1;531,7;50
2013;349;0,3;0,36;0;0;95,8;27;531,4;50
2013;350;0,8;0,9;0;0;94,7;26,9;530,5;50
2013;351;0,7;0,74;0;0;93,7;26,7;529,7;50
2013;352;0,4;0,41;0;0;93,2;26,6;529,3;50
2013;353;0,3;0,32;0;0;92,8;26,6;529;50
2013;354;0,3;0,32;1,2;0;93,9;26,7;529,9;50
2013;355;0,5;0,53;0;0;93,3;26,6;529,3;50
2013;356;0,5;0,51;0;0;92,6;26,5;528,8;50
2013;357;0,5;0,56;4;0;96,9;27,2;532,2;50
2013;358;0,4;0,46;0;0;96,3;27,1;531,8;50
2013;359;0,3;0,38;0;0;95,9;27;531,4;50
2013;360;0,4;0,45;0,1;0;95,4;27;531,1;50
2013;361;0,7;0,72;0,2;0;94,8;26,9;530,6;50
2013;362;0,4;0,39;0;0;94,3;26,8;530,2;50
2013;363;0,5;0,53;1,1;0;95;26,9;530,7;50
2013;364;0,7;0,77;0;0;94,1;26,8;530;50
2013;365;0,6;0,6;0;0;93,3;26,6;529,4;50
;;;;;;;;;
Station:;OO536;;;;;;;;
Hauptfrucht:;Wintergerste;Zwischenfrucht:;keine;;;;;;
Flexibilisierung:;keine;;;;;;;;
Jahr;Tag;PET;AET;SNKk;PERC;BOF;BOF;SWI;ZG
;mm;mm;mm;mm;%nFK;Vol%;mm;cm;
2014;1;0,3;0,34;0;0;92,9;26,6;529;50
2014;2;0,4;0,38;0;0;92,4;26,5;528,6;50
2014;3;0,6;0,64;0,4;0;92,1;26,5;528,4;50
2014;4;0,4;0,39;0,6;0;92,3;26,5;528,6;50
2014;5;0,4;0,37;2,1;0;94,5;26,8;530,3;50
2014;6;0,7;0,74;0,3;0;94;26,7;529,9;50
2014;7;0,9;0,99;1,9;0;95,1;26,9;530,8;50
2014;8;0,7;0,77;0,3;0;94,5;26,8;530,3;50
2014;9;0,4;0,41;0,9;0;95,1;26,9;530,8;50
2014;10;0,4;0,41;0;0;94,6;26,9;530,4;50
2014;11;0,5;0,57;0,3;0;94,3;26,8;530,2;50
2014;12;0,6;0,61;0;0;93,5;26,7;529,6;50
2014;13;0,4;0,43;1,5;0;94,9;26,9;530,7;50
2014;14;0,3;0,35;9,8;0;100;27,7;540,1;50
2014;15;0,3;0,35;2,1;0;100;27,7;541,8;50
2014;16;0,3;0,39;0,8;0;100;27,7;542,2;50
2014;17;0,4;0,41;0,1;0;99,6;27,6;541,9;50
2014;18;0,6;0,69;0;0;98,7;27,5;541,2;50
2014;19;0,3;0,37;0;0;98,3;27,4;540,9;50
2014;20;0,3;0,33;1;0;99,2;27,6;541,6;50
2014;21;0,3;0,32;2,2;0;100;27,7;543,5;50
2014;22;0,3;0,3;2,2;0;100;27,7;545,4;50
2014;23;0,3;0,3;0,7;0;100;27,7;545,7;50
2014;24;0,3;0,31;1,2;0;100;27,7;546,6;50
2014;25;0,2;0,19;0;0;99,8;27,7;546,4;50
2014;26;0,4;0,5;0;0;99,1;27,6;545,9;50
2014;27;0,4;0,45;1;0;99,9;27,7;546,5;50
2014;28;0,5;0,61;0;0;99,1;27,6;545,9;50
2014;29;0,3;0,3;0;0;98,7;27,5;545,6;50
2014;30;0,7;0,83;0;0;97,7;27,3;544,8;50
2014;31;0,6;0,64;0;0;96,9;27,2;544,1;50
2014;32;0,9;0,99;0,6;0;96,3;27,1;543,7;50
2014;33;0,4;0,39;1,7;0;97,9;27,4;544,9;50
2014;34;0,6;0,72;0,2;0;97,3;27,3;544,4;50
2014;35;1;1,1;0;0;95,9;27;543,3;50
2014;36;0,9;1,02;0;0;94,6;26,8;542,3;50
2014;37;1;1,03;0;0;93,3;26,6;541,3;50
2014;38;0,8;0,78;0;0;92,3;26,5;540,5;50
2014;39;0,9;0,96;0;0;91,1;26,3;539,5;50
2014;40;0,5;0,47;0;0;90,5;26,2;539,1;50
2014;41;1;0,98;0;0;89,2;26;538,1;50
2014;42;0,9;0,84;0;0;88,2;25,8;537,3;50
2014;43;1,1;1,03;0;0;86,9;25,6;536,2;50
2014;44;0,9;0,88;0;0;85,7;25,4;535,3;50
2014;45;1,3;1,16;0,3;0;84,7;25,3;534,5;50
2014;46;0,5;0,49;6,2;0;91,9;26,4;540,2;50
2014;47;1,1;1,16;0,6;0;91,1;26,3;539,6;50
2014;48;1,4;1,52;0;0;89,2;26;538,1;50
2014;49;0,8;0,8;0;0;88,2;25,8;537,3;50
2014;50;0,8;0,78;1,2;0;88,7;25,9;537,7;50
2014;51;0,6;0,64;0;0;87,9;25,8;537,1;50
2014;52;0,7;0,74;2,1;0;89,6;26,1;538,4;50
2014;53;1,3;1,38;0;0;87,9;25,8;537;50
2014;54;1,7;1,72;0;0;85,7;25,4;535,3;50
2014;55;1,8;1,68;0;0;83,6;25,1;533,6;50
2014;56;1,8;1,6;0;0;81,5;24,8;532;50
2014;57;1,6;1,37;0;0;79,8;24,5;530,7;50
2014;58;0,9;0,76;0,3;0;79,3;24,4;530,2;50
2014;59;0,7;0,58;0;0;78,5;24,3;529,7;50
2014;60;1,7;1,43;0;0;76,7;24;528,2;50
2014;61;1,2;0,99;0;0;76,1;23,9;527,2;51,7
2014;62;1,5;1,15;0;0;74,6;23,7;526,1;51,7
2014;63;0,6;0,49;0;0;74,1;23,6;525,6;51,7
2014;64;1,1;0,86;0,1;0;73,1;23,5;524,8;51,7
2014;65;0,6;0,44;0;0;72,6;23,4;524,4;51,7
2014;66;1,9;1,44;0;0;71,5;23,2;523;53,3
2014;67;1,2;0,87;0;0;70,5;23;522,1;53,3
2014;68;2,4;1,73;0;0;68,4;22,7;520,4;53,3
2014;69;2,4;1,7;0;0;66,4;22,4;518,7;53,3
2014;70;2,4;1,62;0;0;64,5;22,1;517;53,3
2014;71;2,4;1,57;0;0;63,6;21,9;515,5;55
2014;72;2,6;1,71;0;0;61,6;21,6;513,8;55
2014;73;2,5;1,6;0;0;60,8;21,5;512,2;56,7
2014;74;0,8;0,58;4,6;0;65,3;22,2;516,2;56,7
2014;75;0,7;0,54;1,5;0;66,4;22,4;517,2;56,7
2014;76;0,8;0,6;0;0;66,5;22,4;516,6;58,3
2014;77;1;0,7;0,2;0;66;22,3;516,1;58,3
2014;78;0,8;0,59;0,6;0;66;22,3;516,1;58,3
2014;79;3,1;2,17;0;0;63,6;22;513,9;58,3
2014;80;3;2,01;0;0;61,4;21,6;511,9;58,3
2014;81;1;0,66;1,5;0;63,3;21,9;512,8;60
2014;82;0,8;0,5;0;0;62,7;21,8;512,3;60
2014;83;0,7;0,51;3,1;0;65,4;22,2;514,9;60
2014;84;0,9;0,73;4,5;0;69,4;22,9;518,6;60
2014;85;2;1,53;0;0;67,8;22,6;517,1;60
2014;86;2,6;1,97;0;0;66,5;22,4;515,1;61,7
2014;87;0,9;0,65;0,4;0;66,3;22,4;514,9;61,7
2014;88;0,9;0,62;0;0;65,6;22,3;514,3;61,7
2014;89;1;0,67;0;0;64,9;22,2;513,6;61,7
2014;90;1,1;0,76;0;0;64,9;22,2;512,9;63,3
2014;91;2,2;1,48;0;0;63,5;21,9;511,4;63,3
2014;92;3;1,99;0;0;62,3;21,7;509,4;65
2014;93;3,1;2,02;0;0;60,3;21,4;507,4;65
2014;94;2,5;1,61;0;0;58,8;21,2;505,8;65
2014;95;1;0,64;0;0;58,1;21,1;505,1;65
2014;96;2;1,25;0;0;56,9;20,9;503,9;65
2014;97;2,4;1,45;0;0;56,5;20,8;502,4;66,7
2014;98;2,2;1,35;0;0;55,2;20,6;501,1;66,7
